ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001810204-26-000002	2862487	Class A Common Stock				681881.0				I		Held by the Paul Liberman 2015 Revocable Trust	
0001810231-26-000002	2862120	Class A Common Stock				90.0				I		Held by Jason Robins Revocable Trust u/d/t January 8, 2014	
0001305641-26-000002	2862122	Common Stock				17.0				I		By Parfet Family Trust	
0000043920-26-000053	2862391	Class A Common Stock				1324.82				I		By 401(k) Plan	
0000101382-26-000097	2862396	Common Stock				307.69	F2			I		By 401K	
0000101382-26-000097	2862397	Common Stock				306.89	F3			I		By ESOP	
0001104659-26-013559	2862030	Common Stock				93675.0				I		By SLAT	
0001104659-26-013559	2862029	Common Stock				3591.0				I		By Family Trust	F2
0001193125-26-046894	2861937	Common Stock				44029.0	F9			I		By Revocable Trust	F9
0001193125-26-046894	2861938	Common Stock				693.0	F10			I		By Spouse	F10
0001193125-26-046894	2861939	Common Stock				3568.0				D			
0001597265-26-000004	2861837	Common Stock, $.01 par value				3349.0				D			
0001189053-26-000004	2862228	Common Stock, $.01 par value				44329.0				D			
0001186632-26-000002	2862159	Common Stock, $.01 par value				15991.0				D			
0001707073-26-000002	2861934	Common Stock, $.01 par value				9035.0				D			
0001495363-26-000002	2862097	Common Stock, $.01 par value				7478.0				D			
0001243273-26-000002	2862428	Common Stock, $.01 par value				6201.0				D			
0001328695-26-000002	2861842	Common Stock, $.01 par value				29740.0				D			
0001628642-26-000002	2862237	Common Stock, $.01 par value				21705.0				D			
0001990156-26-000003	2862157	Common Stock, $.01 par value				1399.0				D			
0001837097-26-000004	2862161	Common Stock, $.01 par value				11435.0				D			
0002002072-26-000003	2862258	Common Stock, $.01 par value				1295.0				D			
0001374160-26-000004	2862443	Common Stock, $.01 par value				20099.0				D			
0001600424-26-000003	2861946	Common Stock, $.01 par value				22267.0				D			
0001600424-26-000003	2861945	Common Stock, $.01 par value				981.0				I		401(k)	F1
0001411282-26-000003	2861989	Common Stock, $.01 par value				78598.0				D			
0001607273-26-000004	2862292	Common Stock, $.01 par value				16882.0				D			
0001607273-26-000004	2862291	Common Stock, $.01 par value				3751.0				I		401(k)	F1
0001830043-26-000002	2862145	Class A Common Stock				23255.0				I		See footnote	F3
0001830043-26-000002	2862144	Class A Common Stock				100000.0				I		See footnote	F2
0000101382-26-000096	2862417	Common Stock				75.58	F2			I		By ESOP	
0001140361-26-004830	2862109	Class A common stock, par value $0.01				880503.0	F2, F4			I		By Legendary Investments, LLC	
0001140361-26-004830	2862110	Class A common stock par value $0.01				4000.0	F4, F3			I		By Legendary, LLC	
0001508595-26-000002	2862252	Class A Common Stock				0.0				D			
0001022408-26-000019	2862079	Common Stock				39531.0				D			
0002110446-26-000001	2862286	COMMON STOCK				5000.0	F1			I	F1	Jacob E. Hemmer is a beneficiary of the trust, not the trustee of the trust.	
0001193125-26-046858	2862195	Common Stock, $.01 par value				83.0	F2			I		401K	
0001104659-26-013528	2862394	Common Stock				63658.0				I		By Trust	F3
0001193125-26-046854	2861827	Common Stock, $.01 par value				8350.0	F2			I		401K	
0001193125-26-046854	2861828	Common Stock, $.01 par value				1209.0	F3			I		By Spouse	
0000101382-26-000095	2862095	Common Stock				864.65	F2			I		401(k)	
0000101382-26-000095	2862096	Common Stock				241.08	F3			I		ESO{P	
0001193125-26-046850	2861875	Common Stock, $.01 par value				21670.0	F2			I		By 401K	
0001193125-26-046850	2861874	Common Stock, $.01 par value				8596.0				I		By Trust	
0001104659-26-013512	2862347	Common Stock				1475.0				I		By Son	
0001104659-26-013512	2862346	Common Stock				1475.0				I		By Son	
0001214659-26-001507	2861967	Common Stock				18818.0				I		By Family Trust	
0001214659-26-001507	2861968	Common Stock				17718.0	F5			I		By 401(k)	
0001104659-26-013509	2862032	Common Stock				44567.0	F1			D		By Son	
0001104659-26-013509	2862033	Common Stock				1475.0				I		By Son	
0001104659-26-013509	2862034	Common Stock				1475.0				I			
0000043920-26-000051	2862313	Class A Common Stock				36807.34				D			
0000101382-26-000094	2862284	Common Stock				4.64	F2			I		By ESOP	
0001193125-26-046833	2862222	Common Stock				3310619.0				I		See footnote	F2
0002099502-26-000004	2862247	Voting Common Stock				2595.23				D			
0001937224-26-000004	2862450	Voting Common Stock				153.8				I		By Spouse	
0001324069-26-000006	2861832	Common Stock				150000.0				I		By Trust	F6
0001324069-26-000006	2861831	Common Stock				6282935.0				I		By Trust	F5
0000004977-26-000007	2861908	Common Stock				340.0				I		Spouse	
0001193125-26-046760	2861786	Class A Common Stock				2860.0				D			
0001800899-26-000004	2862166	Common Stock				4845.0				D			
0001137774-26-000043	2861850	Common Stock				350.0				I		By 401(k)	
0001742527-26-000002	2861904	Common Stock				18163.0				I		By Spouse	
0001137774-26-000042	2862319	Common Stock				456.0	F3			I		By 401(k)	
0001137774-26-000041	2861880	Common Stock				310.0	F3			I		By 401(k)	
0000906107-26-000013	2861993	Common Shares Of Beneficial Interest				1340.0	F3			I		401(k) Plan	
0000906107-26-000013	2861994	Common Shares Of Beneficial Interest				4112.0	F4			I		SERP Account	
0001402051-26-000013	2862164	Common Stock				233924.0				I		By the Katie Procter Dynasty Trust	
0001402051-26-000013	2862165	Common Stock				50500.0				I		By the William Lewis Family Legacy Trust	
0000944148-26-000008	2862453	Common Stock				177914.0				I		By 2025 SLAT	
0000944148-26-000008	2862456	Common Stock				518603.0				I		By trust	
0000944148-26-000008	2862455	Common Stock				24325.0				I		By spousal trust	
0000944148-26-000008	2862454	Common Stock				307080.0				I		By SLAT	
0001137774-26-000040	2862285	Common Stock				314.0	F3			I		By 401(k)	
0001137774-26-000039	2862043	Common Stock				884.0	F3			I		By 401(k)	
0000749251-26-000096	2861838	Common Stock				50.0				I		By Immediate Family	
0001079973-26-000194	2861902	Common Stock				54535.0				I		By Dolphin Entertainment, LLC	F2
0001079973-26-000194	2861903	Common Stock				62106.0				I		By Dolphin Digital Media Holdings, LLC	F3
0001517413-26-000028	2862108	Class A Common Stock				156521.0				I		See Footnote	F9
0001517413-26-000028	2862107	Class A Common Stock				792998.0				I		See Footnote	F8
0001517413-26-000028	2862105	Class A Common Stock				109686.0				I		See Footnote	F6
0001517413-26-000028	2862104	Class A Common Stock				840005.0				I		See Footnote	F5
0001517413-26-000028	2862103	Class A Common Stock				2500558.0				I		See Foonote	F4
0001517413-26-000028	2862106	Class A Common Stock				50481.0				I		See Footnote	F7
0001137774-26-000038	2862078	Common Stock				4.0	F3			I		By 401(K)	
0000891839-26-000046	2862154	Common Stock				15203.0				D			
0000906107-26-000010	2861983	Common Shares Of Beneficial Interest				1326.0	F4			I		SERP Account	
0000730708-26-000064	2861835	Common Stock				16705.0				D	F2		
0000730708-26-000064	2861833	Common Stock				8612.0				D			
0000730708-26-000064	2861834	Common Stock				5166.0				D	F1		
0001193125-26-046682	2862143	Common Stock				71132.0				I		By John J. Haley Grantor Retained Annuity Trust Seven	
0001628280-26-007297	2861982	Common Stock				4786.0				I		by ESOP	
0000730708-26-000063	2862016	Common Stock				9110.0				D	F3		
0000730708-26-000063	2862018	Common Stock				1000.0				D			
0000730708-26-000063	2862015	Common Stock				37799.95				D	F2		
0000730708-26-000063	2862014	Common Stock				13316.0				D	F1		
0000730708-26-000063	2862017	Common Stock				3000.0				D	F4		
0001214659-26-001497	2862445	Common Stock				5757.0				I		Turicchi Family Foundataion	
0001137774-26-000037	2861852	Common Stock				8809.0				I		By 401(k)	
0000730708-26-000062	2862407	Common Stock				28404.0				D			
0000730708-26-000062	2862408	Common Stock				2244.04				D	F1		
0000730708-26-000062	2862409	Common Stock				558.0				D	F2		
0000730708-26-000062	2862410	Common Stock				281.0				D	F3		
0000730708-26-000060	2862005	Common Stock				7000.0				D			
0000730708-26-000060	2862006	Common Stock				28948.53				D	F1		
0001249970-26-000004	2861766	Common Stock				1672.0				D		Held in family limited liability company	
0001249970-26-000004	2861767	Common Stock				48675.66				D	F1	Held in family sub-S corporation	
0001249970-26-000004	2861773	Common Stock				8200.0				I			
0001249970-26-000004	2861772	Common Stock				26000.0				I			
0001249970-26-000004	2861771	Common Stock				500.0				D	F5		
0001249970-26-000004	2861770	Common Stock				500.0				D	F4		
0001249970-26-000004	2861769	Common Stock				10328.0				D	F3		
0001249970-26-000004	2861768	Common Stock				10660.25				D	F2		
0000730708-26-000059	2861857	Common Stock				2453.8				D	F1		
0000730708-26-000059	2861856	Common Stock				29930.0				D			
0000730708-26-000059	2861861	Common Stock				1028.0				D	F5		
0000730708-26-000059	2861860	Common Stock				4166.0				D	F4		
0000730708-26-000059	2861859	Common Stock				11304.0				D	F3		
0000730708-26-000059	2861858	Common Stock				1529.0				D	F2		
0000906107-26-000009	2861995	Common Shares Of Beneficial Interest				642.0	F3			I		401(k) Plan	
0000730708-26-000058	2861763	Common Stock				4688.0				I			
0000730708-26-000058	2861762	Common Stock				6875.0				D	F2		
0000730708-26-000058	2861761	Common Stock				32747.68				D	F1		
0000730708-26-000058	2861760	Common Stock				14780.0				D		Held by spouse in trust	
0001208362-26-000002	2861923	Common Stock				1695976.0				I		Darseaker Limited	
0001208362-26-000002	2861922	Common Stock				282902.0				I		By Trust	
0001561539-26-000002	2862168	Common Stock				1728.57				I		401(k)	
0000730708-26-000057	2861873	Common Stock				6000.0				D	F2		
0000730708-26-000057	2861872	Common Stock				31714.11				D	F1		
0000730708-26-000056	2862229	Common Stock				23778.22				D	F1		
0000730708-26-000056	2862230	Common Stock				3000.0				D			
0000730708-26-000055	2862282	Common Stock				32045.67				D	F1		
0000906107-26-000008	2862244	Common Shares Of Beneficial Interest				9848.0	F3			I		SERP Account	
0000906107-26-000008	2862243	Common Shares Of Beneficial Interest				169.0	F2			I		401(k) Plan	
0001632764-26-000003	2861928	Common Stock				7362.0				D		401(k)	
0001632764-26-000003	2861929	Common Stock 401(k)				276.0	F1, F2			I			
0001661254-26-000004	2862074	Common Stock				5302.0	F2			I		By SLAT	F1
0001661254-26-000004	2862073	Common Stock				4342.0				I		Van Naarden Family Trust	F1
0000730708-26-000054	2861901	Common Stock				7191.0				I			
0000730708-26-000054	2861900	Common Stock				291225.0				D	F4		
0000730708-26-000054	2861899	Common Stock				73376.0				D	F3		
0000730708-26-000054	2861897	Common Stock				32045.67				D	F1	Held by spouse	
0000730708-26-000054	2861898	Common Stock				85.17				D	F2		
0000730708-26-000053	2862019	Common Stock				1799.0				D	F2		
0000730708-26-000053	2862020	Common Stock				12582.0				D	F3		
0000730708-26-000053	2862021	Common Stock				5147.0				D	F4		
0001741474-26-000004	2861979	Common Stock				2710.0				I		By spouse's SLAT	F1
0001741474-26-000004	2861978	Common Stock				547.0				I		By spouse	F1
0001741474-26-000004	2861977	Common Stock				72359.0				I		By Trust	F1
0000730708-26-000052	2862432	Common Stock				4166.0				D	F5		
0000730708-26-000052	2862433	Common Stock				1028.0				D	F6		
0000730708-26-000052	2862430	Common Stock				1529.0				D	F3		
0000730708-26-000052	2862429	Common Stock				2453.8				D	F2		
0000730708-26-000052	2862431	Common Stock				11304.0				D	F4		
0000730708-26-000051	2862460	Common Stock				9498.0				D	F3		
0000730708-26-000051	2862459	Common Stock				1529.0				D	F2		
0000730708-26-000051	2862461	Common Stock				4166.0				D	F4		
0000730708-26-000050	2861997	Common Stock				1799.0				D	F2		
0000730708-26-000050	2861999	Common Stock				5147.0				D	F4		
0000730708-26-000050	2861998	Common Stock				12582.0				D	F3		
0001538604-26-000004	2862353	Common Stock				54117.0				I		By David A. Ricks 2022 GRAT	
0001538604-26-000004	2862352	Common Stock				6685.0				I	F1	By David A. Ricks 2025 GRAT	
0001538604-26-000004	2862354	Common Stock				300.0				I	F1	By Trust	
0001538604-26-000004	2862356	Common Stock				7307.91				I		401(k)	
0001538604-26-000004	2862355	Common Stock				68656.0				I	F1	By David A. Ricks SLAT	
0000730708-26-000049	2862232	Common Stock				4317.0				D	F2		
0000730708-26-000049	2862235	Common Stock				8935.0				D	F5		
0000730708-26-000049	2862234	Common Stock				17156.0				D	F4		
0000730708-26-000049	2862233	Common Stock				32835.0				D	F3		
0000730708-26-000049	2862236	Common Stock				1500.06				D	F6		
0000730708-26-000048	2862326	Common Stock				1260.0				D	F4		
0000730708-26-000048	2862325	Common Stock				7185.0				D	F3		
0000730708-26-000048	2862324	Common Stock				3431.0				D	F2		
0001193125-26-046626	2862462	Common Stock				807.0				I		By Brian and Kristen Peay 2007 Trust DTD 06/26/2007	F3
0000024741-26-000097	2862403	Common Stock				9200.0				I		Held by Spouse	F1
0000024741-26-000097	2862404	Common Stock				7120.54	F2			I		Held By Spouse - Emp. Ben. Plan	F1
0000024741-26-000097	2862405	Common Stock				11737.59	F2			I		Trustee U/employee Benefit Plan	
0001193125-26-046625	2862072	Common Stock				201403.0				I		By Danny and Zohar Prosky Family Rev Trust UA DTD 08/16/2011	F3
0000906107-26-000007	2862068	Common Shares Of Beneficial Interest				28514.0	F5			I		Revocable Trust	
0000906107-26-000007	2862067	Common Shares Of Beneficial Interest				352.0	F4			I		401(k) Plan	
0001186630-26-000001	2862329	Common Stock				275000.0				I		By Trust	F4
0001186630-26-000001	2862328	Common Stock				7042055.0				I		By Trust	F3
0001186630-26-000001	2862330	Common Stock				906837.0				I		By Trust	F5
0001186630-26-000001	2862327	Common Stock				15133.0				I		By Spouse	F2
0001186630-26-000001	2862332	Common Stock				2000000.0				I		By Trust	F7
0001186630-26-000001	2862331	Common Stock				1000000.0				I		By Trust	F6
0001786054-26-000004	2861935	Common Stock				611.2				I		401(k)	
0000906107-26-000006	2862077	Common Shares Of Beneficial Interest				9101.0	F4			I		SERP Account	
0001861052-26-000004	2861969	Common Stock				871.35				I		401(k)	
0001685556-26-000004	2862311	Common Stock				16875.0				I		By spouse	F1
0001685556-26-000004	2862310	Common Stock				15700.0				I		By Anat Hakim SLAT	F1
0001955972-26-000004	2861941	Common Stock				385.02				I		401(k)	
0001464632-26-000001	2862400	Common Stock				5555.0				I		By Spouse	
0001464632-26-000001	2862402	Common Stock				150.0				I		By Spouse as custodian for Grandson	
0001464632-26-000001	2862401	Common Stock				3284.0				I		By IRA	
0000024741-26-000095	2862339	Common Stock				3839.67	F2			I		Trustee u/Employee Benefit Plan	
0001137774-26-000034	2862051	Common Stock				935.0	F3			I		By 401(k)	
0001847946-26-000002	2861805	Common Stock				2055.5				I		401(k) plan	
0001847946-26-000002	2861804	Common Stock				164459.0				I		By Trust	
0001751719-26-000006	2861881	Common Stock				208237.0	F1			I		By Trust	F2
0001751719-26-000006	2861882	Common Stock				8994.0				I		By Family Members	F3
0001751719-26-000006	2861883	Common Stock				31389.0	F4			D			
0000793074-26-000028	2862090	Common Stock	F5			43392.0				I		GRAT  2022-A	
0000793074-26-000028	2862089	Common Stock	F4			85574.0				I		GRAT 2024	
0000793074-26-000028	2862088	Common Stock	F3			29294.0				I		GRAT 2023	
0000793074-26-000028	2862087	Common Stock	F2			81740.0				I		GRAT 2022-B	
0000024741-26-000091	2861798	Common Stock				2596.56	F1			I		Trustee u/Employee Benefit Plan	
0001915877-26-000009	2862303	Common Stock				1064.34	F2			I		By 401(k) Plan	
0001628280-26-007261	2862249	Ordinary Shares (Trust)				24500.0	F3			I		By Revocable Trust	
0001193125-26-046535	2862320	Units				2200.0				I		By 401(k) Plan	F2
0001628280-26-007259	2861965	Ordinary Shares (IRA)				119.0				I		By individual retirement account	
